板块,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,所属行业
创业板,300681,英搏尔,2017-07-25,"262,943,515","183,899,337",C 制造业
创业板,300682,朗新集团,2017-08-01,"1,080,247,336","1,034,069,502",I 信息技术
创业板,300683,海特生物,2017-08-08,"130,894,391","122,064,041",C 制造业
创业板,300684,中石科技,2017-12-27,"299,509,223","204,303,032",C 制造业
创业板,300685,艾德生物,2017-08-02,"391,536,144","389,597,363",C 制造业
创业板,300686,智动力,2017-08-04,"260,624,220","171,369,882",C 制造业
创业板,300687,赛意信息,2017-08-03,"408,411,610","329,086,439",I 信息技术
创业板,300688,创业黑马,2017-08-10,"167,379,464","148,378,458",L 商务服务
创业板,300689,澄天伟业,2017-08-09,"115,600,000","101,182,174",C 制造业
创业板,300690,双一科技,2017-08-08,"165,348,919","110,781,379",C 制造业
创业板,300691,联合光电,2017-08-11,"269,048,766","220,738,120",C 制造业
创业板,300692,中环环保,2017-08-21,"424,510,376","375,336,301",N 公共环保
创业板,300693,盛弘股份,2017-08-22,"312,795,823","268,853,025",C 制造业
创业板,300694,蠡湖股份,2018-10-15,"215,316,977","215,316,977",C 制造业
创业板,300695,兆丰股份,2017-09-08,"102,256,924","102,256,924",C 制造业
创业板,300696,爱乐达,2017-08-22,"293,152,983","265,849,622",C 制造业
创业板,300697,电工合金,2017-09-07,"432,640,000","331,240,000",C 制造业
创业板,300698,万马科技,2017-08-31,"134,000,000","116,870,943",C 制造业
创业板,300699,光威复材,2017-09-01,"831,352,000","821,443,049",C 制造业
创业板,300700,岱勒新材,2017-09-12,"396,046,023","269,627,549",C 制造业
创业板,300701,森霸传感,2017-09-15,"282,735,119","249,121,823",C 制造业
创业板,300702,天宇股份,2017-09-19,"347,977,159","211,164,483",C 制造业
创业板,300703,创源股份,2017-09-19,"180,391,840","169,661,583",C 制造业
创业板,300705,九典制药,2017-10-10,"500,212,488","369,791,300",C 制造业
创业板,300706,阿石创,2017-09-26,"153,220,499","113,575,499",C 制造业
创业板,300707,威唐工业,2017-10-10,"176,539,920","143,283,815",C 制造业
创业板,300708,聚灿光电,2017-10-16,"971,446,654","742,545,764",C 制造业
创业板,300709,精研科技,2017-10-19,"186,076,681","149,276,977",C 制造业
创业板,300710,万隆光电,2017-10-19,"99,490,300","85,242,090",C 制造业
创业板,300711,广哈通信,2017-11-01,"249,170,606","248,426,804",C 制造业
创业板,300712,永福股份,2017-10-31,"187,546,035","186,740,010",E 建筑业
创业板,300713,英可瑞,2017-11-01,"158,720,810","89,108,778",C 制造业
创业板,300715,凯伦股份,2017-10-26,"378,055,430","334,158,876",C 制造业
创业板,300716,ST泉为,2017-11-09,"160,020,000","160,020,000",C 制造业
创业板,300717,华信新材,2017-11-06,"102,775,000","101,853,400",C 制造业
创业板,300718,长盛轴承,2017-11-06,"298,779,030","193,842,033",C 制造业
创业板,300719,安达维尔,2017-11-09,"254,227,150","179,620,132",C 制造业
创业板,300720,海川智能,2017-11-06,"194,877,256","171,487,581",C 制造业
创业板,300721,怡达股份,2017-11-15,"164,846,739","138,351,669",C 制造业
创业板,300722,新余国科,2017-11-10,"276,756,480","276,756,480",C 制造业
创业板,300723,一品红,2017-11-16,"451,692,766","422,783,295",C 制造业
创业板,300724,捷佳伟创,2018-08-10,"347,713,586","287,136,029",C 制造业
创业板,300725,药石科技,2017-11-10,"220,376,063","189,282,624",M 科研服务
创业板,300726,宏达电子,2017-11-21,"411,839,845","214,438,423",C 制造业
创业板,300727,润禾材料,2017-11-27,"179,867,353","161,768,220",C 制造业
创业板,300729,乐歌股份,2017-12-01,"341,612,617","317,937,297",C 制造业
创业板,300730,科创信息,2017-12-05,"241,138,947","193,319,079",I 信息技术
创业板,300731,科创新源,2017-12-08,"126,431,804","120,179,189",C 制造业
创业板,300732,设研院,2017-12-12,"341,261,859","340,851,376",M 科研服务
创业板,300733,西菱动力,2018-01-16,"305,676,280","225,483,982",C 制造业
创业板,300735,光弘科技,2017-12-29,"767,460,689","757,416,997",C 制造业
创业板,300736,百邦科技,2018-01-09,"127,293,324","124,445,237",O 居民服务
创业板,300737,科顺股份,2018-01-25,"1,109,969,858","886,917,771",C 制造业
创业板,300738,奥飞数据,2018-01-19,"985,168,259","984,889,295",I 信息技术
创业板,300739,明阳电路,2018-02-01,"353,548,149","326,341,449",C 制造业
创业板,300740,水羊股份,2018-02-08,"390,005,506","358,978,152",C 制造业
创业板,300741,华宝股份,2018-03-01,"615,880,000","615,876,700",C 制造业
创业板,300743,天地数码,2018-04-27,"151,240,499","127,301,642",C 制造业
创业板,300745,欣锐科技,2018-05-23,"167,614,391","141,359,402",C 制造业
创业板,300746,汉嘉设计,2018-05-25,"225,738,328","221,330,475",M 科研服务
创业板,300747,锐科激光,2018-06-25,"564,802,491","521,977,920",C 制造业
创业板,300748,金力永磁,2018-09-21,"1,144,491,123","1,134,339,915",C 制造业
创业板,300749,顶固集创,2018-09-25,"205,169,400","157,395,600",C 制造业
创业板,300750,宁德时代,2018-06-11,"4,403,406,225","4,252,137,908",C 制造业
创业板,300751,迈为股份,2018-11-09,"279,405,006","193,352,409",C 制造业
创业板,300752,隆利科技,2018-11-30,"228,498,956","157,264,550",C 制造业
创业板,300753,爱朋医疗,2018-12-13,"126,048,000","87,894,036",C 制造业
创业板,300755,华致酒行,2019-01-29,"416,798,400","416,445,880",F 批发零售
创业板,300756,金马游乐,2018-12-28,"157,598,176","131,230,353",C 制造业
创业板,300757,罗博特科,2019-01-08,"167,692,391","148,170,135",C 制造业
创业板,300758,七彩化学,2019-02-22,"406,038,596","366,306,693",C 制造业
创业板,300759,康龙化成,2019-01-28,"1,476,658,400","1,419,384,613",M 科研服务
创业板,300760,迈瑞医疗,2018-10-16,"1,212,441,394","1,212,405,619",C 制造业
创业板,300761,立华股份,2019-02-18,"837,269,641","628,011,630",A 农林牧渔
创业板,300762,上海瀚讯,2019-03-14,"627,965,772","627,965,772",C 制造业
创业板,300763,锦浪科技,2019-03-19,"398,113,845","321,509,105",C 制造业
创业板,300765,新诺威,2019-03-22,"1,404,592,944","1,247,072,434",C 制造业
创业板,300766,每日互动,2019-03-25,"394,749,757","357,922,788",I 信息技术
创业板,300767,震安科技,2019-03-29,"276,291,028","239,891,997",C 制造业
创业板,300768,迪普科技,2019-04-12,"643,829,039","420,667,709",I 信息技术
创业板,300769,德方纳米,2019-04-15,"280,188,030","251,757,478",C 制造业
创业板,300770,新媒股份,2019-04-19,"229,130,909","229,130,909",I 信息技术
创业板,300771,智莱科技,2019-04-22,"240,000,000","181,199,138",C 制造业
创业板,300772,运达股份,2019-04-26,"786,847,705","697,821,899",C 制造业
创业板,300773,拉卡拉,2019-04-25,"788,082,500","734,335,413",I 信息技术
创业板,300774,倍杰特,2021-08-04,"408,763,660","194,880,451",N 公共环保
创业板,300775,三角防务,2019-05-21,"547,539,350","531,575,436",C 制造业
创业板,300776,帝尔激光,2019-05-17,"273,560,539","167,600,908",C 制造业
创业板,300777,中简科技,2019-05-16,"439,707,537","423,547,746",C 制造业
创业板,300778,新城市,2019-05-10,"203,659,642","203,619,486",M 科研服务
创业板,300779,惠城环保,2019-05-22,"197,132,216","157,393,954",C 制造业
创业板,300780,德恩精工,2019-05-31,"146,670,000","107,535,012",C 制造业
创业板,300781,因赛集团,2019-06-06,"163,854,990","120,846,689",L 商务服务
创业板,300782,卓胜微,2019-06-18,"534,943,198","448,247,520",C 制造业
创业板,300783,三只松鼠,2019-07-12,"401,662,900","280,258,900",F 批发零售
创业板,300784,利安科技,2024-06-07,"56,237,600","16,815,100",C 制造业
创业板,300785,值得买,2019-07-15,"198,855,243","122,334,285",I 信息技术
创业板,300786,国林科技,2019-07-23,"184,015,879","146,644,444",C 制造业
创业板,300787,海能实业,2019-08-15,"313,432,816","190,958,656",C 制造业
创业板,300788,中信出版,2019-07-05,"190,151,515","190,151,515",R 文化传播
创业板,300789,唐源电气,2019-08-28,"143,849,057","85,329,836",I 信息技术
创业板,300790,宇瞳光学,2019-09-20,"374,118,981","324,623,513",C 制造业
创业板,300791,仙乐健康,2019-09-25,"307,318,960","256,629,897",C 制造业
创业板,300792,壹网壹创,2019-09-27,"236,942,730","212,533,673",I 信息技术
创业板,300793,佳禾智能,2019-10-18,"380,537,884","372,079,384",C 制造业
创业板,300795,米奥会展,2019-10-22,"298,893,870","173,020,212",L 商务服务
创业板,300796,贝斯美,2019-11-15,"361,142,872","360,176,452",C 制造业
创业板,300797,钢研纳克,2019-11-01,"382,783,800","378,600,765",M 科研服务
创业板,300798,锦鸡股份,2019-11-22,"468,849,780","372,802,066",C 制造业
创业板,300800,力合科技,2019-11-06,"236,759,000","234,381,500",C 制造业
创业板,300801,泰和科技,2019-11-28,"218,430,000","136,879,425",C 制造业
创业板,300802,矩子科技,2019-11-14,"289,295,555","199,934,099",C 制造业
创业板,300803,指南针,2019-11-18,"608,193,390","598,632,852",J 金融业
创业板,300804,广康生化,2023-06-27,"74,000,000","27,500,000",C 制造业
创业板,300805,电声股份,2019-11-21,"424,253,592","288,162,792",L 商务服务
创业板,300806,斯迪克,2019-11-25,"453,300,503","316,339,882",C 制造业
创业板,300807,天迈科技,2019-12-19,"68,039,587","51,941,489",C 制造业
创业板,300808,久量股份,2019-11-29,"160,000,000","118,899,578",C 制造业
创业板,300809,华辰装备,2019-12-04,"253,539,200","150,569,504",C 制造业
创业板,300810,中科海讯,2019-12-06,"118,050,000","113,990,525",I 信息技术
创业板,300811,铂科新材,2019-12-30,"289,712,398","237,540,596",C 制造业
创业板,300812,易天股份,2020-01-09,"140,077,029","92,708,057",C 制造业
创业板,300813,泰林生物,2020-01-14,"121,199,219","76,051,073",C 制造业
创业板,300814,中富电路,2021-08-12,"191,430,132","191,430,132",C 制造业
创业板,300815,玉禾田,2020-01-23,"398,592,000","390,380,608",N 公共环保
创业板,300816,艾可蓝,2020-02-10,"80,000,000","56,668,571",N 公共环保
创业板,300817,双飞集团,2020-02-18,"218,298,240","125,261,253",C 制造业
创业板,300818,耐普矿机,2020-02-12,"168,772,604","109,482,412",C 制造业
创业板,300819,聚杰微纤,2020-03-12,"149,205,000","134,762,250",C 制造业
创业板,300820,英杰电气,2020-02-13,"221,618,988","111,060,676",C 制造业
创业板,300821,东岳硅材,2020-03-12,"1,200,000,000","1,199,790,750",C 制造业
创业板,300822,贝仕达克,2020-03-13,"311,536,200","288,982,037",C 制造业
创业板,300823,建科智能,2020-03-19,"130,982,727","84,789,426",C 制造业
创业板,300824,北鼎股份,2020-06-19,"326,341,682","316,495,307",C 制造业
创业板,300825,阿尔特,2020-03-27,"498,040,481","484,410,200",M 科研服务
创业板,300826,测绘股份,2020-04-03,"166,505,817","160,930,846",M 科研服务
创业板,300827,上能电气,2020-04-10,"502,346,364","383,343,897",C 制造业
创业板,300828,锐新科技,2020-04-21,"166,422,000","124,738,190",C 制造业
创业板,300829,金丹科技,2020-04-22,"227,275,107","158,244,431",C 制造业
创业板,300830,金现代,2020-05-06,"432,540,072","317,984,097",I 信息技术
创业板,300831,派瑞股份,2020-05-07,"320,000,000","183,949,910",C 制造业
创业板,300832,新产业,2020-05-12,"785,718,785","681,997,363",C 制造业
创业板,300833,浩洋股份,2020-05-20,"126,490,500","81,252,239",C 制造业
创业板,300834,星辉环材,2022-01-13,"193,712,353","192,426,779",C 制造业
创业板,300835,龙磁科技,2020-05-25,"119,371,904","82,283,726",C 制造业
创业板,300836,佰奥智能,2020-05-28,"92,685,610","63,209,837",C 制造业
创业板,300837,浙矿股份,2020-06-05,"100,001,756","68,914,256",C 制造业
创业板,300838,浙江力诺,2020-06-08,"137,978,000","101,742,625",C 制造业
创业板,300839,博汇股份,2020-06-30,"294,963,575","289,689,057",C 制造业
创业板,300840,酷特智能,2020-07-08,"240,000,000","177,085,135",C 制造业
创业板,300841,康华生物,2020-06-16,"129,946,899","118,929,275",C 制造业
创业板,300842,帝科股份,2020-06-18,"141,762,418","126,125,115",C 制造业
创业板,300843,胜蓝股份,2020-07-02,"163,704,863","159,291,469",C 制造业
创业板,300844,山水比德,2021-08-13,"90,496,000","87,325,000",M 科研服务
创业板,300845,捷安高科,2020-07-03,"205,052,707","143,379,063",I 信息技术
创业板,300846,首都在线,2020-07-01,"501,908,216","391,518,334",I 信息技术
创业板,300847,中船汉光,2020-07-09,"296,010,000","296,010,000",C 制造业
创业板,300848,美瑞新材,2020-07-20,"427,887,627","239,423,688",C 制造业
创业板,300849,锦盛新材,2020-07-10,"150,000,000","121,468,023",C 制造业
创业板,300850,新强联,2020-07-13,"381,500,801","268,201,660",C 制造业
创业板,300851,交大思诺,2020-07-17,"86,933,400","54,110,025",I 信息技术
创业板,300852,四会富仕,2020-07-13,"141,272,243","135,707,389",C 制造业
创业板,300853,申昊科技,2020-07-24,"146,945,889","110,256,512",C 制造业
创业板,300854,中兰环保,2021-09-16,"100,068,750","81,340,875",N 公共环保
创业板,300855,图南股份,2020-07-23,"395,531,500","292,956,138",C 制造业
创业板,300856,科思股份,2020-07-22,"475,687,126","456,553,789",C 制造业
创业板,300857,协创数据,2020-07-27,"346,120,769","343,952,519",C 制造业
创业板,300858,科拓生物,2020-07-27,"263,495,118","193,764,577",C 制造业
创业板,300859,西域旅游,2020-08-06,"155,000,000","155,000,000",N 公共环保
创业板,300860,锋尚文化,2020-08-24,"190,931,343","111,897,529",R 文化传播
创业板,300861,美畅股份,2020-08-24,"671,840,440","421,864,889",C 制造业
创业板,300862,蓝盾光电,2020-08-24,"184,617,902","151,471,007",C 制造业
创业板,300863,卡倍亿,2020-08-24,"188,175,836","180,868,834",C 制造业
创业板,300864,南大环境,2020-08-24,"157,760,839","157,760,839",L 商务服务
创业板,300865,大宏立,2020-08-24,"95,680,000","56,251,438",C 制造业
创业板,300866,安克创新,2020-08-24,"536,157,605","301,950,301",C 制造业
创业板,300867,圣元环保,2020-08-24,"271,741,053","191,627,822",N 公共环保
创业板,300868,杰美特,2020-08-24,"127,976,000","80,180,231",C 制造业
创业板,300869,康泰医学,2020-08-24,"401,803,158","253,361,175",C 制造业
创业板,300870,欧陆通,2020-08-24,"109,633,562","109,633,562",C 制造业
创业板,300871,回盛生物,2020-08-24,"202,332,557","202,332,557",C 制造业
创业板,300872,天阳科技,2020-08-24,"488,121,083","422,041,693",I 信息技术
创业板,300873,海晨股份,2020-08-24,"230,601,779","166,839,685",G 运输仓储
创业板,300875,捷强装备,2020-08-24,"99,834,751","87,791,669",C 制造业
创业板,300876,蒙泰高新,2020-08-24,"96,002,408","68,387,408",C 制造业
创业板,300877,金春股份,2020-08-24,"120,000,000","119,998,950",C 制造业
创业板,300878,维康药业,2020-08-24,"144,790,322","144,123,959",C 制造业
创业板,300879,大叶股份,2020-09-01,"202,398,833","201,028,448",C 制造业
创业板,300880,迦南智能,2020-09-01,"195,137,280","195,116,468",C 制造业
创业板,300881,盛德鑫泰,2020-09-01,"110,000,000","57,406,250",C 制造业
创业板,300882,万胜智能,2020-09-10,"286,201,188","266,327,030",C 制造业
创业板,300883,龙利得,2020-09-10,"346,000,000","330,674,575",C 制造业
创业板,300884,狄耐克,2020-11-12,"253,862,820","191,409,886",C 制造业
创业板,300885,海昌新材,2020-09-10,"248,151,800","167,017,775",C 制造业
创业板,300886,华业香料,2020-09-16,"74,798,000","43,645,800",C 制造业
创业板,300887,谱尼测试,2020-09-16,"545,737,213","362,197,220",M 科研服务
创业板,300888,稳健医疗,2020-09-17,"582,329,808","175,601,631",C 制造业
创业板,300889,爱克股份,2020-09-16,"218,064,880","147,204,779",C 制造业
创业板,300890,翔丰华,2020-09-17,"119,032,260","108,593,375",C 制造业
创业板,300891,惠云钛业,2020-09-17,"400,008,013","332,421,763",C 制造业
创业板,300892,品渥食品,2020-09-24,"100,000,000","64,562,500",F 批发零售
创业板,300893,松原安全,2020-09-24,"317,133,935","158,607,410",C 制造业
创业板,300894,火星人,2020-12-31,"407,722,965","294,073,040",C 制造业
创业板,300895,铜牛信息,2020-09-24,"140,800,657","138,172,254",I 信息技术
创业板,300896,爱美客,2020-09-28,"302,592,061","208,591,570",C 制造业
创业板,300897,山科智能,2020-09-28,"140,219,804","87,419,868",C 制造业
创业板,300898,熊猫乳品,2020-10-16,"124,000,000","114,734,689",C 制造业
创业板,300899,*ST凯鑫,2020-10-16,"63,783,466","40,936,066",N 公共环保
创业板,300900,广联航空,2020-10-29,"297,151,083","226,074,833",C 制造业
创业板,300901,中胤时尚,2020-10-29,"240,000,000","240,000,000",M 科研服务
创业板,300902,国安达,2020-10-29,"181,803,369","121,253,174",C 制造业
创业板,300903,科翔股份,2020-11-05,"414,694,422","328,394,802",C 制造业
创业板,300904,威力传动,2023-08-09,"72,383,232","21,983,232",C 制造业
创业板,300905,宝丽迪,2020-11-05,"177,897,756","138,200,166",C 制造业
创业板,300906,日月明,2020-11-05,"80,000,000","72,197,000",C 制造业
创业板,300907,康平科技,2020-11-18,"96,000,000","96,000,000",C 制造业
创业板,300908,仲景食品,2020-11-23,"146,000,000","123,152,674",C 制造业
创业板,300909,汇创达,2020-11-18,"172,972,979","122,211,051",C 制造业
创业板,300910,瑞丰新材,2020-11-27,"295,935,278","207,486,069",C 制造业
创业板,300911,亿田智能,2020-12-03,"182,636,758","170,637,690",C 制造业
创业板,300912,凯龙高科,2020-12-07,"114,982,000","85,822,100",N 公共环保
创业板,300913,兆龙互连,2020-12-07,"312,710,663","255,783,863",C 制造业
创业板,300915,海融科技,2020-12-02,"125,839,268","57,602,288",C 制造业
创业板,300916,朗特智能,2020-12-02,"144,644,007","93,425,166",C 制造业
创业板,300917,特发服务,2020-12-21,"169,000,000","169,000,000",K 房地产
创业板,300918,南山智尚,2020-12-22,"506,134,427","434,705,856",C 制造业
创业板,300919,中伟股份,2020-12-23,"938,028,458","912,496,350",C 制造业
创业板,300920,润阳科技,2020-12-25,"100,000,000","55,381,311",C 制造业
创业板,300921,南凌科技,2020-12-22,"183,797,487","114,701,067",I 信息技术
创业板,300922,天秦装备,2020-12-25,"158,582,360","124,667,618",C 制造业
创业板,300923,研奥股份,2020-12-24,"78,600,000","76,468,500",C 制造业
创业板,300925,法本信息,2020-12-30,"428,708,945","349,523,469",I 信息技术
创业板,300926,博俊科技,2021-01-07,"434,309,411","283,291,929",C 制造业
创业板,300927,江天化学,2021-01-07,"144,360,000","140,888,930",C 制造业
创业板,300928,华安鑫创,2021-01-06,"80,000,000","53,586,478",M 科研服务
创业板,300929,华骐环保,2021-01-20,"132,132,956","126,747,356",N 公共环保
创业板,300930,屹通新材,2021-01-21,"100,000,000","47,125,001",C 制造业
创业板,300931,通用电梯,2021-01-21,"240,146,000","191,810,938",C 制造业
创业板,300932,三友联众,2021-01-22,"320,103,998","227,993,798",C 制造业
创业板,300933,中辰股份,2021-01-22,"470,218,534","470,218,534",C 制造业
创业板,300935,盈建科,2021-01-20,"79,430,680","60,273,655",I 信息技术
创业板,300936,中英科技,2021-01-26,"75,200,000","47,460,275",C 制造业
创业板,300937,药易购,2021-01-27,"95,666,682","60,995,499",F 批发零售
创业板,300938,信测标准,2021-01-27,"238,916,422","165,175,422",M 科研服务
创业板,300939,秋田微,2021-01-28,"120,000,000","120,000,000",C 制造业
创业板,300940,南极光,2021-02-03,"222,644,372","157,479,422",C 制造业
创业板,300941,创识科技,2021-02-09,"204,750,000","105,951,442",I 信息技术
创业板,300942,易瑞生物,2021-02-09,"405,068,249","405,068,249",C 制造业
创业板,300943,春晖智控,2021-02-10,"203,820,000","134,340,287",C 制造业
创业板,300945,曼卡龙,2021-02-10,"262,071,629","238,400,647",F 批发零售
创业板,300946,恒而达,2021-02-08,"156,007,800","75,804,300",C 制造业
创业板,300947,德必集团,2021-02-10,"151,137,696","151,077,731",L 商务服务
创业板,300948,冠中生态,2021-02-25,"140,031,742","130,807,305",N 公共环保
创业板,300949,奥雅股份,2021-02-26,"60,328,300","34,301,063",M 科研服务
创业板,300950,德固特,2021-03-03,"152,480,000","90,374,775",C 制造业
创业板,300951,博硕科技,2021-02-26,"169,336,671","151,330,431",C 制造业
创业板,300952,恒辉安防,2021-03-11,"172,586,789","104,788,554",C 制造业
创业板,300953,震裕科技,2021-03-18,"173,477,731","124,753,594",C 制造业
创业板,300955,嘉亨家化,2021-03-24,"100,800,000","100,800,000",C 制造业
创业板,300956,英力股份,2021-03-26,"215,427,660","210,452,396",C 制造业
创业板,300957,贝泰妮,2021-03-25,"423,600,000","423,600,000",C 制造业
创业板,300958,建工修复,2021-03-29,"156,736,579","91,049,427",N 公共环保
创业板,300959,线上线下,2021-03-22,"80,367,800","52,355,219",I 信息技术
创业板,300960,通业科技,2021-03-29,"144,444,265","130,878,265",C 制造业
创业板,300961,深水海纳,2021-03-30,"177,280,000","152,568,733",N 公共环保
创业板,300962,中金辐照,2021-04-09,"264,001,897","264,001,897",C 制造业
创业板,300963,中洲特材,2021-04-09,"458,640,000","289,412,680",C 制造业
创业板,300964,本川智能,2021-08-05,"77,298,284","55,060,747",C 制造业
创业板,300965,恒宇信通,2021-04-02,"60,000,000","20,609,250",C 制造业
创业板,300966,共同药业,2021-04-09,"115,281,035","76,666,591",C 制造业
创业板,300967,晓鸣股份,2021-04-13,"187,570,808","124,792,589",A 农林牧渔
创业板,300968,格林精密,2021-04-15,"413,380,000","413,380,000",C 制造业
创业板,300969,恒帅股份,2021-04-12,"112,000,000","96,996,161",C 制造业
创业板,300970,华绿生物,2021-04-12,"120,202,400","92,729,429",A 农林牧渔
创业板,300971,博亚精工,2021-04-15,"117,600,000","92,054,998",C 制造业
创业板,300972,万辰集团,2021-04-19,"187,615,062","162,381,930",F 批发零售
创业板,300973,立高食品,2021-04-15,"169,340,511","116,526,261",C 制造业
创业板,300975,商络电子,2021-04-21,"687,005,604","492,073,264",F 批发零售
创业板,300976,达瑞电子,2021-04-19,"133,114,976","85,210,032",C 制造业
创业板,300977,深圳瑞捷,2021-04-20,"152,226,727","94,802,158",M 科研服务
创业板,300978,东箭科技,2021-04-26,"422,702,739","191,218,381",C 制造业
创业板,300979,华利集团,2021-04-26,"1,167,000,000","1,166,989,800",C 制造业
创业板,300980,祥源新材,2021-04-21,"138,211,043","98,341,448",C 制造业
创业板,300981,中红医疗,2021-04-27,"428,864,959","393,034,879",C 制造业
创业板,300982,苏文电能,2021-04-27,"206,965,146","193,897,146",E 建筑业
创业板,300983,尤安设计,2021-04-20,"172,800,000","106,773,207",M 科研服务
创业板,300984,金沃股份,2021-06-18,"123,268,602","77,471,850",C 制造业
创业板,300985,致远新能,2021-04-29,"186,512,480","186,512,480",C 制造业
创业板,300986,志特新材,2021-04-30,"411,973,975","411,791,859",C 制造业
创业板,300987,川网传媒,2021-05-11,"173,368,000","173,368,000",I 信息技术
创业板,300988,津荣天宇,2021-05-12,"140,297,357","106,669,847",C 制造业
创业板,300989,蕾奥规划,2021-05-07,"210,959,534","150,613,160",M 科研服务
创业板,300990,同飞股份,2021-05-12,"169,749,340","76,328,725",C 制造业
创业板,300991,创益通,2021-05-20,"144,000,000","92,142,000",C 制造业
创业板,300992,泰福泵业,2021-05-25,"95,337,552","77,493,052",C 制造业
创业板,300993,玉马科技,2021-05-24,"308,131,200","240,794,175",C 制造业
创业板,300994,久祺股份,2021-08-12,"233,088,000","116,664,000",C 制造业
创业板,300995,奇德新材,2021-05-26,"84,160,000","59,904,781",C 制造业
创业板,300996,普联软件,2021-06-03,"282,776,048","235,102,708",I 信息技术
创业板,300997,欢乐家,2021-06-02,"437,473,475","386,007,256",C 制造业
创业板,300998,宁波方正,2021-06-02,"137,169,230","107,680,580",C 制造业
创业板,300999,金龙鱼,2020-10-15,"5,421,591,536","542,647,097",C 制造业
创业板,301000,肇民科技,2021-05-28,"242,877,322","229,269,322",C 制造业
创业板,301001,凯淳股份,2021-05-28,"80,000,000","50,300,000",F 批发零售
创业板,301002,崧盛股份,2021-06-07,"122,876,754","73,323,906",C 制造业
创业板,301003,江苏博云,2021-06-01,"97,133,323","75,140,354",C 制造业
创业板,301004,嘉益股份,2021-06-25,"145,446,905","134,504,908",C 制造业
创业板,301005,超捷股份,2021-06-01,"134,267,251","132,371,786",C 制造业
创业板,301006,迈拓股份,2021-06-07,"139,280,000","86,086,100",C 制造业
创业板,301007,德迈仕,2021-06-16,"153,340,000","152,993,500",C 制造业
创业板,301008,宏昌科技,2021-06-11,"130,963,234","115,843,234",C 制造业
创业板,301009,可靠股份,2021-06-17,"271,860,000","151,035,028",C 制造业
创业板,301010,晶雪节能,2021-06-18,"108,000,000","108,000,000",C 制造业
创业板,301011,华立科技,2021-06-17,"146,692,000","139,019,988",C 制造业
创业板,301012,扬电科技,2021-06-22,"196,960,162","143,452,162",C 制造业
创业板,301013,利和兴,2021-06-29,"233,743,056","189,241,638",C 制造业
创业板,301015,百洋医药,2021-06-30,"525,623,972","525,556,472",F 批发零售
创业板,301016,雷尔伟,2021-06-30,"218,400,000","207,150,158",C 制造业
创业板,301017,漱玉平民,2021-07-05,"405,352,766","243,352,766",F 批发零售
创业板,301018,申菱环境,2021-07-07,"266,052,564","198,999,414",C 制造业
创业板,301019,宁波色母,2021-06-28,"167,999,995","111,465,861",C 制造业
创业板,301020,密封科技,2021-07-06,"146,400,000","146,399,625",C 制造业
创业板,301021,英诺激光,2021-07-06,"152,151,932","152,038,414",C 制造业
创业板,301022,海泰科,2021-07-02,"95,401,423","62,751,551",C 制造业
创业板,301023,江南奕帆,2021-07-07,"78,187,370","41,600,842",C 制造业
创业板,301024,霍普股份,2021-07-28,"63,585,000","61,560,000",M 科研服务
创业板,301025,读客文化,2021-07-19,"400,309,400","277,150,740",R 文化传播
创业板,301026,浩通科技,2021-07-16,"158,273,987","111,580,666",C 制造业
创业板,301027,华蓝集团,2021-07-15,"147,000,000","121,192,721",M 科研服务
创业板,301028,东亚机械,2021-07-20,"384,049,688","248,324,327",C 制造业
创业板,301029,怡合达,2021-07-23,"634,202,712","461,880,769",C 制造业
创业板,301030,仕净科技,2021-07-22,"202,383,330","202,105,710",C 制造业
创业板,301031,中熔电气,2021-07-15,"98,322,480","68,817,680",C 制造业
创业板,301032,新柴股份,2021-07-22,"241,133,400","159,872,775",C 制造业
创业板,301033,迈普医学,2021-07-26,"66,611,929","56,031,429",C 制造业
创业板,301035,润丰股份,2021-07-28,"280,770,974","280,344,774",C 制造业
创业板,301036,双乐股份,2021-07-29,"100,000,000","70,433,635",C 制造业
创业板,301037,保立佳,2021-07-30,"139,031,686","67,997,785",C 制造业
创业板,301038,深水规院,2021-08-04,"223,080,000","223,080,000",M 科研服务
创业板,301039,中集车辆,2021-07-08,"1,453,680,000","1,452,427,500",C 制造业
创业板,301040,中环海陆,2021-08-03,"100,000,969","94,232,344",C 制造业
创业板,301041,金百泽,2021-08-11,"106,680,000","78,920,639",C 制造业
创业板,301042,安联锐视,2021-08-05,"69,723,577","65,983,127",C 制造业
创业板,301043,绿岛风,2021-08-11,"68,000,000","56,747,750",C 制造业
创业板,301045,天禄科技,2021-08-13,"110,318,358","63,957,984",C 制造业
创业板,301046,能辉科技,2021-08-17,"152,295,869","113,163,619",E 建筑业
创业板,301047,义翘神州,2021-08-16,"121,636,742","119,580,621",M 科研服务
创业板,301048,金鹰重工,2021-08-18,"533,333,400","533,333,400",C 制造业
创业板,301049,超越科技,2021-08-24,"94,253,334","42,826,359",N 公共环保
创业板,301050,雷电微力,2021-08-24,"244,791,768","207,945,263",C 制造业
创业板,301051,信濠光电,2021-08-27,"203,043,456","160,908,584",C 制造业
创业板,301052,果麦文化,2021-08-30,"98,959,339","80,195,919",R 文化传播
创业板,301053,远信工业,2021-09-01,"84,136,769","77,413,655",C 制造业
创业板,301055,张小泉,2021-09-06,"156,000,000","156,000,000",C 制造业
创业板,301056,森赫股份,2021-09-07,"266,786,667","175,995,830",C 制造业
